Date,Open,High,Low,Close,Adj Close,Volume
2023-08-05,241.489670,243.027725,240.090393,242.959351,242.959351,300760369
2023-08-06,242.960297,245.179016,242.614731,242.798599,242.798599,417704185
2023-08-07,242.791687,244.324249,239.935364,241.797501,241.797501,425652309
2023-08-08,241.791870,247.647369,241.330200,245.149902,245.149902,504987528
2023-08-09,245.136307,245.340271,242.766495,243.893646,243.893646,399576464
2023-08-10,243.885544,243.926102,240.394592,241.262466,241.262466,365863690
2023-08-11,241.260727,241.913910,238.359802,239.706894,239.706894,386856576
2023-08-12,239.703568,241.002609,239.403778,240.273621,240.273621,284512149
2023-08-13,240.269684,241.629593,239.902588,240.033340,240.033340,296580783
2023-08-14,240.041275,241.024933,239.747360,240.339249,240.339249,381157536
2023-08-15,240.350464,240.410309,235.360535,236.679581,236.679581,482870297
2023-08-16,236.689697,237.014221,231.205170,231.868744,231.868744,461572144
2023-08-17,231.872574,232.105057,214.547440,218.535843,218.535843,786294218
2023-08-18,218.565735,220.137009,214.022247,216.112549,216.112549,567051050
2023-08-19,216.144485,218.997589,214.328842,216.999451,216.999451,477267428
2023-08-20,217.015854,217.882431,215.680862,216.635803,216.635803,297744717
2023-08-21,216.630798,216.741180,207.568771,210.638947,210.638947,582113967
2023-08-22,210.579956,211.874252,204.399139,210.834351,210.834351,637832641
2023-08-23,210.818695,218.316711,210.818695,216.399292,216.399292,566160608
2023-08-24,216.444839,220.385513,215.899734,218.646393,218.646393,394620698
2023-08-25,218.681091,219.254990,214.265167,218.331055,218.331055,423891092
2023-08-26,218.331802,218.786438,216.214035,216.364243,216.364243,273738258
2023-08-27,216.369949,219.539185,216.080399,218.358002,218.358002,325410553
2023-08-28,218.358246,218.970016,215.850189,218.718567,218.718567,332786869
2023-08-29,218.721512,233.060013,217.047867,226.862885,226.862885,593296661
2023-08-30,226.870148,227.049011,221.978149,223.799438,223.799438,359750612
2023-08-31,223.818573,225.588882,215.448425,216.597794,216.597794,428616639
2023-09-01,216.598480,217.965744,211.591721,213.630554,213.630554,438229562
2023-09-02,213.626923,215.599503,213.290543,214.448547,214.448547,291979876
2023-09-03,214.454819,215.114899,213.411957,214.399948,214.399948,264565518
2023-09-04,214.393112,216.267517,213.282379,215.197510,215.197510,364530693
2023-09-05,215.211014,215.722000,213.672440,214.478134,214.478134,298056096
2023-09-06,214.489044,217.180832,212.316711,215.134659,215.134659,367874698
2023-09-07,215.139465,217.603958,213.573120,216.887177,216.887177,414939879
2023-09-08,216.883743,218.222824,213.619476,214.562027,214.562027,350437594
2023-09-09,214.567032,215.330139,214.222946,214.222946,214.222946,218159197
2023-09-10,214.220566,214.227844,211.538620,212.318024,212.318024,334977578
2023-09-11,212.322617,212.610092,204.356735,206.034210,206.034210,466832593
2023-09-12,206.043152,213.487442,205.262482,210.994370,210.994370,435525863
2023-09-13,211.023865,213.157852,209.497437,212.642593,212.642593,329580406
2023-09-14,212.640579,214.883560,211.382935,212.282837,212.282837,370840987
2023-09-15,212.304352,214.944748,211.194672,214.175522,214.175522,477731080
2023-09-16,214.168381,215.703552,213.562897,214.960541,214.960541,483436741
2023-09-17,214.948975,216.635025,213.709747,216.465775,216.465775,432102186
2023-09-18,216.470917,221.009857,215.317307,216.003922,216.003922,572231452
2023-09-19,216.001770,219.749023,215.641769,217.210953,217.210953,385547582
2023-09-20,217.210602,217.756699,213.760468,214.363327,214.363327,372917826
2023-09-21,214.353745,215.109375,209.586884,210.793945,210.793945,384479845
2023-09-22,210.789383,212.026581,209.941681,211.150864,211.150864,274805031
2023-09-23,211.138062,211.583221,210.142014,210.560608,210.560608,215040995
2023-09-24,210.574783,211.237274,207.932938,208.282898,208.282898,287192497
2023-09-25,208.260132,210.518387,207.478088,210.073807,210.073807,294180845
2023-09-26,210.050171,213.187820,209.866913,212.378448,212.378448,615780140
2023-09-27,212.371399,215.728745,210.886002,211.985413,211.985413,753741988
2023-09-28,211.990952,216.775330,211.651321,215.075989,215.075989,358321830
2023-09-29,215.093979,217.257706,214.506378,215.279419,215.279419,335321479
2023-09-30,215.277786,216.312164,214.483688,214.821304,214.821304,243788424
2023-10-01,214.800323,219.133835,213.506516,218.047134,218.047134,387408083
2023-10-02,218.049347,221.188293,213.546326,214.757935,214.757935,466879383
2023-10-03,214.734909,215.721191,212.770569,213.435944,213.435944,305437646
2023-10-04,213.441467,213.762405,210.936401,213.413086,213.413086,357560724
2023-10-05,213.422745,213.783600,210.471237,210.679672,210.679672,351872670
2023-10-06,210.665268,214.392960,210.557251,213.555527,213.555527,271152975
2023-10-07,213.543961,213.859863,211.760803,212.364471,212.364471,211771782
2023-10-08,212.381012,212.846771,209.701782,211.519989,211.519989,267193041
2023-10-09,211.522614,212.102859,203.655441,205.750961,205.750961,416312027
2023-10-10,205.750092,210.454285,205.750092,208.576874,208.576874,441959353
2023-10-11,208.582291,208.730545,204.809250,206.533417,206.533417,323117665
2023-10-12,206.535873,206.659103,203.658447,205.229416,205.229416,302337006
2023-10-13,205.225800,207.942535,204.617615,206.036118,206.036118,296977151
2023-10-14,206.040283,207.025543,205.827286,206.601898,206.601898,203846460
2023-10-15,206.600281,210.231613,206.478577,209.742508,209.742508,352524312
2023-10-16,209.748810,217.121231,209.748810,214.823959,214.823959,521099239
2023-10-17,214.812119,215.012222,210.382355,211.643234,211.643234,352621995
2023-10-18,211.636200,213.576279,210.096695,210.501038,210.501038,275336939
2023-10-19,210.491623,211.412018,208.537125,211.144165,211.144165,281310969
2023-10-20,211.145050,216.102417,210.746552,212.300842,212.300842,335590168
2023-10-21,212.298523,215.612778,211.622513,214.305664,214.305664,267943731
2023-10-22,214.321732,218.004852,213.834290,217.747375,217.747375,286771903
2023-10-23,218.455917,229.981461,218.304977,228.352768,228.352768,611625206
2023-10-24,228.338303,236.750076,223.117142,225.142960,225.142960,658304834
2023-10-25,225.168640,228.814819,222.034180,222.179932,222.179932,414309192
2023-10-26,222.185516,227.857880,219.926727,223.236038,223.236038,438534864
2023-10-27,223.219086,229.851791,220.203506,224.475906,224.475906,554008090
2023-10-28,224.471512,227.970612,224.357620,225.774078,225.774078,244363054
2023-10-29,225.787994,228.146133,224.258316,227.148453,227.148453,207847188
2023-10-30,227.134918,229.191498,225.021210,228.287430,228.287430,282899321
2023-10-31,228.282364,229.241302,224.331314,226.439941,226.439941,319329197
2023-11-01,226.418167,229.141083,222.860397,228.000107,228.000107,384772000
2023-11-02,228.016647,233.336075,227.907486,231.723022,231.723022,487639810
2023-11-03,231.703262,232.211319,226.346741,230.605972,230.605972,332547803
2023-11-04,230.597488,238.509964,229.655334,237.454605,237.454605,267965564
2023-11-05,237.442230,245.594025,236.786179,244.322479,244.322479,419858434
2023-11-06,244.320450,255.342300,242.180099,254.634796,254.634796,524115628
2023-11-07,254.653290,255.546097,242.694977,246.395294,246.395294,549207441
2023-11-08,246.390121,247.809067,244.580383,247.123291,247.123291,369346518
2023-11-09,247.052170,255.454651,243.329544,251.510849,251.510849,1116630429
2023-11-10,251.526825,257.788025,248.943314,251.082367,251.082367,873515280
2023-11-11,251.098480,255.078400,246.721130,251.421616,251.421616,872206327
2023-11-12,251.434418,251.646927,245.832458,247.640015,247.640015,758715918
2023-11-13,247.640472,250.124313,241.127136,241.335068,241.335068,888039233
2023-11-14,241.369843,248.665222,236.285736,242.263672,242.263672,917236070
2023-11-15,242.281006,254.181778,242.261169,253.755341,253.755341,921052035
2023-11-16,253.744781,255.585037,240.675674,242.758881,242.758881,950453378
2023-11-17,242.839951,245.987595,238.999649,244.745361,244.745361,788884171
2023-11-18,244.746262,245.353058,239.280823,244.950760,244.950760,679630905
2023-11-19,244.967682,246.936264,242.423508,246.587784,246.587784,618053586
2023-11-20,246.584549,263.870026,243.141754,253.635086,253.635086,1289010990
2023-11-21,253.643860,269.917572,224.981705,226.486404,226.486404,2480554399
2023-11-22,226.461319,238.176697,225.658249,236.136597,236.136597,1338117919
2023-11-23,236.096024,238.791336,230.752243,233.765808,233.765808,766695224
2023-11-24,233.752701,236.379303,232.192856,232.900955,232.900955,709881299
2023-11-25,232.917435,235.781296,232.683350,234.439941,234.439941,553022191
2023-11-26,234.428207,234.494659,229.385056,232.047195,232.047195,606332049
2023-11-27,231.983887,232.809387,223.486832,227.421478,227.421478,795547656
2023-11-28,227.427994,231.755524,224.678635,229.692963,229.692963,674267936
2023-11-29,229.693237,231.197449,226.519440,227.342758,227.342758,602240832
2023-11-30,227.343033,229.143967,226.226547,227.683807,227.683807,572448874
2023-12-01,227.688812,229.891068,227.232666,228.545639,228.545639,611750028
2023-12-02,228.538559,230.034302,226.689606,229.300842,229.300842,628871423
2023-12-03,229.289536,231.639038,226.496017,228.098206,228.098206,719496781
2023-12-04,228.075470,236.834946,227.155319,233.295303,233.295303,2139028703
2023-12-05,233.308655,234.484680,228.407532,231.261353,231.261353,851959167
2023-12-06,231.263443,234.586105,229.424408,229.424408,229.424408,850327297
2023-12-07,229.532211,234.538437,229.200974,232.977432,232.977432,813730268
2023-12-08,232.960495,239.838699,232.648605,238.915985,238.915985,828993280
2023-12-09,238.913254,245.005280,237.079895,237.768600,237.768600,856746249
2023-12-10,237.793716,241.250580,237.557755,239.733154,239.733154,640133489
2023-12-11,239.768906,246.755859,230.531036,246.420868,246.420868,1442275453
2023-12-12,246.365784,256.709198,245.991943,254.494980,254.494980,1394681963
2023-12-13,254.403961,255.562973,244.813980,252.423325,252.423325,1052163656
2023-12-14,252.405609,254.087921,248.725708,253.541214,253.541214,876150236
2023-12-15,253.517441,253.549713,243.867371,244.898438,244.898438,769388533
2023-12-16,244.896423,248.086380,243.450653,244.350967,244.350967,651447427
2023-12-17,244.350708,244.432175,239.230637,239.308289,239.308289,650163942
2023-12-18,239.247147,241.348434,232.752808,241.348434,241.348434,871708609
2023-12-19,241.347687,254.574585,241.347687,252.637192,252.637192,1254351945
2023-12-20,252.629761,261.557404,250.765045,260.107361,260.107361,1053279744
2023-12-21,260.148621,274.440613,256.598480,271.246582,271.246582,1183480386
2023-12-22,271.276520,276.159790,265.419495,271.376495,271.376495,1014769310
2023-12-23,271.381287,272.167084,266.168457,271.390961,271.390961,695725248
2023-12-24,271.377533,272.590149,262.775635,264.717102,264.717102,803502105
2023-12-25,264.735291,267.934204,262.487122,267.073364,267.073364,738674209
2023-12-26,267.072174,302.707581,265.090057,297.693237,297.693237,1941843757
2023-12-27,297.748322,323.769409,286.403381,323.677338,323.677338,1893987416
2023-12-28,323.803711,337.425812,321.327301,323.598999,323.598999,1987714005
2023-12-29,323.513031,325.501434,309.191437,313.878754,313.878754,1415732360
2023-12-30,313.841949,320.111572,313.560059,317.166199,317.166199,901159404
2023-12-31,317.068146,325.006531,310.697845,312.435699,312.435699,953254184
2024-01-01,312.385925,315.745667,308.096741,314.408295,314.408295,910568057
2024-01-02,314.267548,320.933228,308.350647,312.103821,312.103821,1133024158
2024-01-03,312.151611,332.749207,301.419189,316.661285,316.661285,1927148986
2024-01-04,316.624451,323.822479,312.145447,323.600006,323.600006,1285291962
2024-01-05,323.620239,327.042328,310.650665,317.450287,317.450287,1257230413
2024-01-06,317.495178,317.827271,301.395966,307.794495,307.794495,1051283820
2024-01-07,307.794067,309.882385,301.086212,302.890533,302.890533,817795075
2024-01-08,302.903503,308.283478,290.880402,304.500397,304.500397,1141697708
2024-01-09,304.475250,306.670807,296.519989,300.976105,300.976105,1374376391
2024-01-10,300.982605,309.602875,290.122040,305.096832,305.096832,1199728038
2024-01-11,305.223785,316.720062,302.647522,308.701508,308.701508,1326827289
2024-01-12,308.628326,312.686584,290.737274,296.630463,296.630463,1198386629
2024-01-13,296.625427,302.924042,291.519745,302.227295,302.227295,816347256
2024-01-14,302.227112,306.502319,299.014252,299.051331,299.051331,787643004
2024-01-15,299.025818,319.590057,299.025818,317.567261,317.567261,1667214322
2024-01-16,317.546783,318.745941,313.542847,315.226257,315.226257,1143877764
2024-01-17,315.161224,315.927551,307.358765,309.085388,309.085388,1206464161
2024-01-18,309.093109,315.143188,305.717163,313.292877,313.292877,1105813150
2024-01-19,313.292877,315.640076,306.377838,314.300446,314.300446,1036123822
2024-01-20,314.300232,316.960388,312.303619,316.960388,316.960388,694855739
2024-01-21,316.961761,321.283813,316.222595,318.318695,318.318695,723174009
2024-01-22,318.379089,319.740082,304.578217,305.437012,305.437012,948987847
2024-01-23,305.437500,311.173859,291.057281,298.403900,298.403900,1065495592
2024-01-24,298.407227,300.340973,290.854340,293.091431,293.091431,960725208
2024-01-25,293.092987,296.052490,287.728149,291.919281,291.919281,1086918042
2024-01-26,291.939056,303.791840,290.877380,302.317993,302.317993,964268733
2024-01-27,302.317169,307.411438,302.061432,305.824829,305.824829,691653061
2024-01-28,305.774384,308.768646,303.292358,304.975616,304.975616,782354766
2024-01-29,305.021454,310.713013,304.603577,310.708008,310.708008,824640185
2024-01-30,310.708008,312.962219,306.917938,307.462738,307.462738,777667889
2024-01-31,307.472382,307.864990,298.960632,300.351074,300.351074,814318731
2024-02-01,300.351074,301.883179,296.562134,300.175903,300.175903,754502530
2024-02-02,300.163910,304.285065,299.942780,301.154968,301.154968,699579739
2024-02-03,301.181396,303.509155,299.625061,299.736725,299.736725,606345017
2024-02-04,299.715668,307.409332,298.212616,304.734161,304.734161,818836774
2024-02-05,304.718445,306.523132,299.549133,300.854034,300.854034,826414727
2024-02-06,300.858368,303.572357,300.639465,302.710144,302.710144,680038428
2024-02-07,302.711609,308.478088,300.849548,307.634583,307.634583,776516914
2024-02-08,307.573547,320.407349,307.506226,318.871887,318.871887,1206142745
2024-02-09,318.923370,325.644592,318.202393,323.842285,323.842285,1094700959
2024-02-10,323.871613,325.426697,319.579956,323.133881,323.133881,737748174
2024-02-11,323.103516,324.768311,320.309387,320.787537,320.787537,706320478
2024-02-12,320.804016,331.439850,315.932434,327.944611,327.944611,982444950
2024-02-13,327.932404,329.205780,319.484406,324.868225,324.868225,886487720
2024-02-14,324.865570,334.369141,323.876587,334.245972,334.245972,887463520
2024-02-15,334.210876,365.133118,333.852997,354.710815,354.710815,1744161787
2024-02-16,354.687561,365.562073,351.701599,360.890381,360.890381,1461675119
2024-02-17,360.872955,363.281799,349.043213,352.908112,352.908112,1101515839
2024-02-18,352.912994,358.008850,349.679962,349.679962,349.679962,959954204
2024-02-19,349.678284,355.698120,349.623779,351.807098,351.807098,1290009052
2024-02-20,351.807953,360.373627,346.074005,354.863922,354.863922,1489888631
2024-02-21,354.863861,379.065521,351.401245,378.537323,378.537323,2264483250
2024-02-22,378.713959,386.594086,374.302704,382.009766,382.009766,2002118598
2024-02-23,381.983124,385.457947,369.400085,375.319092,375.319092,1755398357
2024-02-24,375.323822,383.073700,371.999146,381.742798,381.742798,1088410661
2024-02-25,381.742615,390.450104,378.128571,388.551727,388.551727,1324081579
2024-02-26,388.535004,404.440094,382.256866,401.643890,401.643890,2011146388
2024-02-27,401.643890,403.740051,390.917877,394.995636,394.995636,1750697179
2024-02-28,394.951721,427.046814,394.661072,415.771606,415.771606,2323818531
2024-02-29,415.583618,419.779022,392.379883,399.778717,399.778717,2058367303
2024-03-01,399.672424,408.552795,399.478302,407.810760,407.810760,1527194519
2024-03-02,407.804840,414.845154,406.541656,410.985870,410.985870,1520439801
2024-03-03,410.977814,416.625702,405.085327,414.381073,414.381073,1810575392
2024-03-04,414.414032,423.800568,411.476532,419.035431,419.035431,2111212949
2024-03-05,419.016449,427.082886,363.220642,394.661743,394.661743,3319029162
2024-03-06,394.664948,433.425507,386.229523,429.011963,429.011963,3281109608
2024-03-07,429.011963,477.207184,423.787018,475.290649,475.290649,3328990543
2024-03-08,475.277710,489.578552,464.833862,488.094177,488.094177,3644157779
2024-03-09,488.092712,494.075958,482.640625,489.561829,489.561829,2314944823
2024-03-10,489.540924,537.415283,486.835541,529.374756,529.374756,4507153439
2024-03-11,529.447449,532.789673,509.983917,522.718018,522.718018,3950105375
2024-03-12,522.718994,547.018311,521.913940,537.865723,537.865723,4381078189
2024-03-13,537.865723,631.168396,532.045898,630.561340,630.561340,5717769152
2024-03-14,630.561340,630.956238,569.206909,602.988708,602.988708,4918366892
2024-03-15,602.967590,634.200806,547.703979,632.802795,632.802795,5849156503
2024-03-16,632.802795,641.481140,571.286865,576.775208,576.775208,3952760767
2024-03-17,576.775208,589.635681,550.143250,571.085571,571.085571,3512190982
2024-03-18,571.085571,586.514954,540.846313,554.557129,554.557129,3982384372
2024-03-19,554.557129,559.860413,498.562347,507.076569,507.076569,4346763421
2024-03-20,507.086456,558.946472,501.116852,556.700500,556.700500,3177352364
2024-03-21,556.700500,570.053223,541.655090,553.248230,553.248230,2595135487
2024-03-22,553.248230,587.731445,535.972656,551.778564,551.778564,2949959002
2024-03-23,551.778564,567.544678,544.921265,551.879517,551.879517,1962524597
2024-03-24,551.879517,572.488220,549.526306,567.994812,567.994812,1745465728
2024-03-25,567.994812,597.662170,565.137878,587.427612,587.427612,2490221265
2024-03-26,587.427612,597.013000,572.807800,580.150513,580.150513,2086911757
2024-03-27,580.159302,584.986755,565.511658,574.511597,574.511597,1983797879
2024-03-28,574.511597,591.314636,574.201782,583.270874,583.270874,1986567688
2024-03-29,583.286743,619.972595,582.469360,612.657959,612.657959,2788931743
2024-03-30,612.660156,612.994934,597.629822,601.016357,601.016357,1750650703
2024-03-31,601.005127,608.664246,600.879272,606.908630,606.908630,1456592924
2024-04-01,606.908691,607.645569,570.053162,576.396667,576.396667,2020241864
2024-04-02,576.376587,578.132996,546.868164,550.681458,550.681458,2480273065
2024-04-03,550.681458,567.997986,540.246826,562.019653,562.019653,2096610785
2024-04-04,562.019653,597.835327,561.349121,585.441528,585.441528,2340488273
2024-04-05,585.483215,591.332703,565.750977,578.966919,578.966919,1983792648
2024-04-06,578.966919,590.602234,575.917542,585.966797,585.966797,1328988130
2024-04-07,585.966797,590.885925,578.719116,584.102173,584.102173,1374676397
2024-04-08,584.102173,600.892883,577.983337,586.900940,586.900940,1739232272
2024-04-09,586.900940,589.666748,574.140320,580.830322,580.830322,1988165022
2024-04-10,580.830322,610.482971,574.461426,610.083923,610.083923,1654268255
2024-04-11,610.083923,617.468628,592.602173,604.893799,604.893799,1299527568
2024-04-12,604.893799,626.984070,575.580872,596.380127,596.380127,2619549858
2024-04-13,596.374939,599.891968,517.270081,554.299805,554.299805,2660310655
2024-04-14,554.299805,570.257568,537.180542,567.218445,567.218445,1724305772
2024-04-15,567.218445,585.485962,546.865356,552.874512,552.874512,1488692418
2024-04-16,552.874695,554.104858,524.221863,537.829346,537.829346,1299731119
2024-04-17,537.831360,548.042847,514.112854,534.416016,534.416016,1411927485
2024-04-18,534.414978,555.040039,527.430054,552.172119,552.172119,1439312699
2024-04-19,552.172119,564.544861,525.028625,554.889282,554.889282,1320094794
2024-04-20,554.888123,574.098694,549.800049,570.960510,570.960510,697007137
2024-04-21,570.960510,582.272034,567.171082,579.619934,579.619934,782061076
2024-04-22,579.614685,608.517029,579.141663,605.575500,605.575500,1300340623
2024-04-23,605.575500,613.543335,599.937561,606.840637,606.840637,1380221181
2024-04-24,606.840637,617.305115,592.944092,608.086121,608.086121,1518718475
2024-04-25,608.090637,617.806213,601.777466,614.005005,614.005005,1161642323
2024-04-26,614.005005,614.834229,597.179626,597.705444,597.705444,817787521
2024-04-27,597.705444,599.282776,586.152710,595.720520,595.720520,781864034
2024-04-28,595.720520,607.824280,595.716553,600.071167,600.071167,681109845
2024-04-29,600.071167,602.598938,583.338501,592.831238,592.831238,868114786
2024-04-30,592.831787,603.322815,556.170898,578.488037,578.488037,1727881192
2024-05-01,578.487488,579.332947,538.046448,561.408203,561.408203,1502825527
2024-05-02,561.408203,565.457397,543.522339,560.526733,560.526733,877449354
2024-05-03,560.526733,590.244812,559.446716,587.010437,587.010437,854728192
2024-05-04,587.018433,593.193420,583.299377,585.846558,585.846558,582273374
2024-05-05,585.846558,594.995300,580.246277,592.140381,592.140381,531182053
2024-05-06,592.139893,601.886719,583.373413,588.475952,588.475952,1522319999
2024-05-07,588.475952,599.935486,576.724548,577.486206,577.486206,1535678414
2024-05-08,577.486206,589.572571,575.148010,588.197449,588.197449,1603241013
2024-05-09,588.197449,602.589722,586.730347,596.031982,596.031982,1897318659
2024-05-10,596.027649,596.583374,582.045776,585.622192,585.622192,1521708160
2024-05-11,585.622192,594.206543,581.896667,592.027893,592.027893,1333662111
2024-05-12,592.029175,599.184143,587.804321,594.424561,594.424561,1276671115
2024-05-13,594.424561,597.768005,585.520752,591.606934,591.606934,1636169234
2024-05-14,591.606934,592.836975,563.420227,566.707031,566.707031,1944063031
2024-05-15,566.707031,587.421509,561.127258,582.074341,582.074341,1895100260
2024-05-16,582.100159,586.436340,565.762329,569.190247,569.190247,1911862000
2024-05-17,569.190247,584.666016,568.836731,581.178345,581.178345,1557134929
2024-05-18,581.178345,581.987183,575.018555,580.481140,580.481140,1358737176
2024-05-19,580.481567,581.876709,572.369629,574.631653,574.631653,1298887094
2024-05-20,574.631653,601.563843,569.523560,600.616333,600.616333,2145457267
2024-05-21,600.601074,629.861084,593.932739,618.420471,618.420471,3564986916
2024-05-22,618.420471,625.566284,610.546021,614.671875,614.671875,2138536549
2024-05-23,614.671875,616.524475,581.954102,598.670837,598.670837,2631566566
2024-05-24,598.670837,604.314880,588.893982,600.225891,600.225891,1778282198
2024-05-25,600.226624,606.367310,599.607239,602.194458,602.194458,1392399167
2024-05-26,602.194458,604.830078,598.695862,599.825928,599.825928,1372657185
2024-05-27,599.825928,613.388184,599.700745,603.526428,603.526428,1691663828
2024-05-28,603.526428,604.985107,593.716187,601.213257,601.213257,1852329404
2024-05-29,601.213257,602.931519,592.966614,594.972046,594.972046,1642696946
2024-05-30,594.972534,601.665039,586.557678,595.026794,595.026794,1737524745
2024-05-31,595.026794,598.423645,589.774841,593.522339,593.522339,1590349553
2024-06-01,593.522339,607.582886,592.680603,601.304199,601.304199,1520074486
2024-06-02,601.304138,604.978088,596.164795,603.026611,603.026611,1667233984
2024-06-03,603.050964,637.247131,601.183167,626.432983,626.432983,2952110605
2024-06-04,626.432983,687.403809,625.264954,686.201416,686.201416,3416994948
2024-06-05,686.201416,712.588379,685.777100,698.889404,698.889404,3501231414
2024-06-06,698.889404,720.672607,692.994751,710.464050,710.464050,2997888288
2024-06-07,710.460388,710.838501,665.180176,683.360962,683.360962,2987033806
2024-06-08,683.368591,694.312805,678.645813,682.665161,682.665161,1966216051
2024-06-09,682.663879,684.759888,670.813538,673.315308,673.315308,1856183346
2024-06-10,673.335449,674.313477,615.772949,624.386841,624.386841,3184376694
2024-06-11,624.396790,628.263367,597.041870,602.558105,602.558105,2604834485
2024-06-12,602.602600,634.675842,592.293274,619.194824,619.194824,2221546160
2024-06-13,619.225159,619.298584,596.308777,599.515076,599.515076,1879189691
2024-06-14,599.478699,611.628723,590.496338,603.180542,603.180542,1848914113
2024-06-15,603.114197,609.050476,601.585938,607.802917,607.802917,1471028668
2024-06-16,607.808472,611.197510,601.476929,610.054016,610.054016,1428836675
2024-06-17,610.073669,611.944031,592.426147,604.467346,604.467346,1797626078
2024-06-18,604.332886,604.652832,575.761719,588.702087,588.702087,2265505402
2024-06-19,588.584717,605.731689,587.014160,598.771729,598.771729,1788904109
2024-06-20,598.771729,606.963440,593.955811,596.702332,596.702332,1724393856
